284,-368
744,-152
282,-392
1123,-113
1201,-13
300,-272
745,-340
871,-650
415,-477
493,-458
932,-157
1027,-206
1189,-525
913,-493
543,-542
116,-63
853,-323
275,-345
733,-137
1118,-351
551,-442
335,-361
578,-280
50,-624
1162,-17
874,-553
123,-588
409,-365
1084,-500
1072,-276
660,-232
912,-178
970,-516
756,-402
1264,-122
330,-670
393,-22
500,-555
1089,-708
653,-411
1001,-598
642,-665
1035,-709
546,-643
348,-224
830,-686
965,-55
843,-307
905,-511
399,-382
916,-684
1039,-347
446,-158
136,-696
1068,-558
1176,-301
737,-545
1244,-91
22,-298
329,-606
395,-665
1190,-550
764,-132
246,-377
704,-497
288,-479
1041,-609
715,-564
1258,-327
1130,-175
918,-262
517,-252
598,-313
562,-471
578,-234
1003,-18
770,-355
1067,-525
585,-488
294,-113
552,-524
547,-289
1014,-60
919,-206
599,-331
469,-572
1236,-19
529,-632
589,-201
881,-529
987,-69
741,-20
555,-406
399,-241
683,-305
577,-474
264,-454
982,-321
153,-349
412,-621
428,-111
1146,-705
997,-88
1094,-594
926,-326
366,-224
92,-699
12,-336
1110,-473
1164,-330
809,-601
347,-655
558,-506
936,-673
896,-234
478,-64
569,-428
859,-352
931,-97
135,-443
227,-223
81,-289
469,-162
898,-287
1070,-595
816,-250
555,-96
903,-127
1256,-223
583,-705
809,-498
1233,-526
1188,-644
181,-511
1033,-625
782,-688
933,-682
187,-131
1249,-449
612,-672
98,-590
959,-705
1127,-663
446,-706
60,-490
1068,-327
559,-48
768,-241
1063,-13
950,-295
809,-312
392,-450
182,-505
1265,-705
856,-285
1111,-223
258,-382
117,-354
1189,-17
20,-580
233,-24
71,-244
292,-333
656,-338
67,-568
454,-572
75,-56
111,-22
577,-54
790,-547
85,-42
831,-705
729,-693
450,-349
736,-520
739,-41
162,-494
439,-453
129,-93
47,-648
975,-389
76,-584
1247,-109
464,-469
196,-718
493,-455
1130,-409
818,-502
538,-471
792,-491
5,-423
92,-337
253,-593
472,-243
1220,-153
380,-505
753,-42
145,-644
600,-507
873,-484
1178,-634
506,-677
262,-440
84,-405
1060,-375
779,-507
603,-113
392,-38
1053,-640
1136,-663
705,-554
270,-28
592,-530
1200,-213
12,-474
556,-121
804,-434
446,-249
326,-241
1209,-59
46,-641
161,-56
806,-1
542,-549
1074,-567
625,-481
130,-646
1211,-219
767,-303
0,-712
1036,-691
1163,-485
622,-691
503,-547
290,-65
59,-657
1205,-379
920,-80
1018,-448
798,-640
300,-672
1194,-93
1265,-129
629,-257
235,-228
984,-298
1078,-277
836,-122
1278,-451
1028,-321
251,-100
746,-690
433,-592
177,-85
713,-673
75,-67
56,-371
994,-135
419,-220
606,-112
861,-294
601,-710
752,-221
20,-337
1266,-205
1028,-240
320,-656
1010,-244
126,-437
960,-497
1086,-177
378,-614
757,-595
178,-674
522,-165
767,-157
1005,-254
1116,-484
1135,-583
1035,-562
155,-485
347,-340
624,-358
13,-153
651,-298
451,-677
949,-376
538,-101
218,-67
934,-58
134,-183
698,-468
519,-360
769,-38
1022,-11
9,-276
265,-75
271,-106
314,-496
429,-613
1124,-396
580,-281
836,-400
1134,-462
357,-396
1058,-196
1226,-226
211,-284
616,-390
692,-632
344,-291
874,-447
833,-298
80,-287
4,-19
34,-92
762,-686
628,-457
743,-195
1047,-366
703,-218
794,-8
902,-339
1158,-225
163,-638
1103,-259
243,-116
174,-313
1233,-579
340,-22
472,-454
1156,-673
366,-95
1083,-122
61,-389
1005,-553
1204,-683
815,-545
1160,-555
403,-477
723,-561
187,-576
1003,-341
1199,-535
1271,-81
380,-658
1037,-569
1179,-358
667,-159
267,-560
1236,-641
68,-57
192,-16
116,-119
65,-575
230,-613
1143,-320
282,-45
231,-515
281,-271
22,-699
1172,-460
1169,-318
384,-77
1153,-270
459,-297
334,-652
936,-296
1207,-514
753,-323
685,-134
673,-366
467,-37
812,-302
805,-227
881,-577
1084,-550
304,-98
818,-596
563,-648
1277,-270
1022,-169
273,-412
809,-613
1037,-60
87,-658
296,-654
566,-255
1185,-308
1068,-383
498,-262
775,-6
164,-3
1082,-636
871,-374
1030,-658
1098,-423
1010,-343
1154,-403
1016,-567
1052,-437
1052,-398
543,-81
939,-198
1136,-692
192,-702
1117,-660
276,-371
273,-371
802,-9
1048,-8
876,-384
368,-61
387,-138
154,-100
964,-453
447,-128
242,-428
1257,-39
853,-459
80,-408
516,-268
50,-21
374,-670
459,-271
327,-693
344,-703
1126,-381
641,-310
1110,-291
850,-669
1175,-631
142,-107
35,-565
831,-571
1033,-359
379,-561
143,-498
386,-75
960,-17
264,-624
60,-276
194,-572
1126,-37
664,-446
854,-519
459,-589
214,-518
960,-389
795,-79
596,-577
601,-327
453,-127
636,-677
401,-415
364,-32
1189,-388
77,-312
1207,-27
989,-94
1241,-365
529,-129
989,-439
894,-116
97,-702
627,-570
394,-134
514,-74
591,-502
1209,-647
725,-199
1084,-644
1024,-663
936,-238
867,-682
1069,-585
352,-77
146,-150
942,-188
457,-344
863,-402
145,-340
498,-55
707,-673
645,-2
1078,-536
490,-274
669,-243
622,-169
736,-207
957,-23
86,-147
1243,-528
1113,-203
956,-456
898,-329
1196,-260
1116,-198
583,-666
293,-373
323,-145
1064,-200
1174,-426
499,-187
1265,-221
405,-57
373,-705
735,-489
390,-311
953,-267
434,-173
961,-163
90,-323
490,-372
726,-675
401,-643
110,-457
170,-37
358,-535
14,-715
963,-479
477,-595
1058,-386
597,-168
1272,-386
981,-174
382,-281
454,-66
290,-84
824,-383
864,-714
23,-14
457,-34
813,-142
953,-337
978,-279
1206,-686
859,-449
3,-672
364,-360
1171,-24
1066,-23
272,-405
185,-429
867,-59
1111,-658
968,-705
95,-663
64,-324
346,-361
360,-40
826,-310
371,-18
721,-350
224,-397
1113,-270
100,-148
784,-551
359,-240
765,-715
927,-198
1271,-659
955,-258
741,-581
115,-302
1199,-284
851,-386
1225,-80
1213,-130
194,-707
151,-280
1117,-550
495,-671
496,-449
767,-686
441,-534
972,-271
939,-197
329,-205
375,-715
342,-462
69,-550
789,-446
518,-344
902,-170
737,-526
927,-674
349,-282
1209,-223
962,-312
179,-686
617,-235
398,-97
206,-684
890,-571
735,-379
568,-522
75,-261
431,-85
877,-31
1024,-327
1156,-642
1254,-388
791,-333
875,-148
881,-111
332,-400
382,-267
140,-478
965,-616
233,-58
945,-495
393,-547
376,-683
485,-184
972,-548
1076,-667
61,-584
501,-168
1249,-275
271,-655
1273,-239
300,-636
929,-634
975,-334
908,-380
993,-364
201,-384
1166,-301
467,-574
1270,-157
995,-189
1249,-618
323,-232
1150,-454
954,-530
991,-27
266,-360
783,-207
706,-99
517,-699
245,-78
782,-193
762,-107
213,-205
367,-224
248,-197
314,-357
841,-179
1220,-702
181,-677
400,-635
986,-393
692,-361
347,-403
656,-352
7,-692
3,-335
1257,-577
285,-28
808,-682
59,-303
820,-588
632,-634
662,-471
164,-123
934,-428
824,-140
27,-238
1077,-567
309,-193
1134,-456
985,-127
272,-404
340,-597
119,-394
642,-154
835,-401
428,-322
383,-5
651,-76
1226,-592
812,-16
639,-457
122,-213
1118,-116
280,-128
329,-112
498,-83
1139,-634
1076,-151
1166,-546
84,-57
558,-596
1054,-350
811,-656
124,-240
686,-529
1242,-520
728,-591
730,-206
1258,-636
716,-161
773,-339
284,-185
954,-320
66,-85
435,-353
1028,-265
1057,-163
476,-622
664,-257
443,-465
41,-422
465,-244
376,-13
395,-438
624,-624
1224,-263
919,-169
127,-37
1115,-628
298,-389
281,-307
604,-53
620,-551
421,-468
246,-344
1260,-404
598,-349
488,-203
458,-61
654,-531
787,-320
1229,-562
360,-209
110,-392
1066,-3
280,-461
733,-659
437,-36
789,-515
471,-53
794,-341
281,-528
1183,-145
822,-256
1154,-643
800,-87
854,-581
449,-392
430,-235
709,-55
400,-212
842,-332
687,-479
1256,-718
1124,-254
21,-253
612,-46
532,-193
1140,-364
901,-70
1196,-458
1169,-393
705,-423
812,-436
280,-284
372,-555
1128,-119
278,-36
1030,-490
673,-150
667,-153
962,-406
83,-630
1162,-37
1055,-562
173,-216
76,-525
268,-488
118,-682
1264,-620
839,-122
1030,-324
1013,-13
1077,-487
362,-488
637,-542
627,-118
460,-470
861,-7
168,-686
530,-102
788,-44
1230,-130
1181,-504
882,-399
187,-340
556,-334
636,-236
381,-89
615,-165
918,-188
203,-267
424,-534
1070,-4
603,-18
946,-490
463,-655
964,-403
874,-122
1064,-121
772,-694
696,-547
343,-248
474,-494
1024,-585
785,-253
1019,-330
475,-360
508,-707
65,-174
1135,-277
1272,-45
1262,-225
758,-230
1222,-250
25,-631
667,-351
101,-622
624,-224
813,-544
558,-290
482,-282
1104,-576
800,-496
1132,-315
745,-573
380,-322
466,-56
123,-109
122,-61
631,-640
1038,-284
1071,-528
470,-239
46,-266
527,-161
1276,-208
1273,-369
313,-654
666,-60
824,-552
770,-11
832,-664
1006,-614
1233,-210
752,-227
1027,-699
1022,-540
756,-483
674,-116
357,-705
1144,-252
931,-354
1033,-202
618,-647
586,-612
589,-136
1050,-389
113,-676
67,-581
1194,-551
1262,-402
1052,-436
1092,-142
1145,-62
97,-478
479,-118
1092,-543
356,-619
1074,-347
84,-608
1234,-299
359,-184
162,-39
350,-603
261,-3
582,-443
1016,-256
695,-709
179,-57
623,-122
927,-588
884,-501
680,-362
1044,-648
956,-62
748,-123
506,-311
1164,-172
398,-358
875,-500
615,-316
412,-384
488,-259
934,-552
1273,-649
212,-716
85,-42
1064,-98
993,-469
441,-327
425,-24
1160,-332
918,-661
967,-268
851,-708
272,-291
413,-527
487,-655
980,-259
477,-373
602,-191
973,-46
924,-208
947,-250
274,-431
1070,-271
355,-157
832,-666
239,-233
373,-209
826,-36
769,-24
514,-162
850,-198
1252,-448
290,-75
1147,-174
481,-456
341,-554
775,-469
217,-660
771,-329
839,-623
1161,-515
208,-328
723,-224
418,-386
254,-542
1058,-222
430,-138
1256,-91
812,-209
655,-710
592,-631
981,-479
280,-91
633,-237
871,-412
1138,-20
1080,-312
24,-434
1080,-643
919,-211
853,-181
724,-288
77,-50
110,-538
452,-229
622,-617
337,-336
1169,-683
1104,-104
328,-199
782,-527
101,-371
1094,-551
1247,-326
1,-468
985,-306
1179,-115
1226,-612
46,-8
867,-427
139,-513
629,-596
141,-98
1260,-224
1227,-696
636,-189
984,-112
1232,-642
576,-48
1079,-449
311,-144
907,-92
789,-415
226,-16
586,-90
536,-705
67,-403
38,-527
687,-524
1219,-239
1192,-482
208,-335
95,-51
915,-96
142,-308
1194,-476
393,-565
1275,-543
606,-683
839,-540
747,0
384,-635
24,-36
78,-53
727,-501
834,-427
721,-291
372,-575
375,-302
63,-331
558,-703
536,-89
199,-679
225,-304
1079,-236
631,-417
1239,-368
1148,-50
1259,-469
476,-283
669,-330
1122,-303
1260,-114
13,-363
381,-134
979,-192
172,-16
991,-134
499,-667
934,-34
1271,-431
404,-698
1131,-530
260,-257
103,-85
84,-701
811,-592
38,-373
8,-73
441,-328
112,-358
245,-322
947,-330
556,-718
923,-558
289,-678
244,-70
1225,-419
407,-425
655,-510
43,-447
730,-1
1272,-45
666,-43
684,-20
1123,-525
924,-260
1075,-615
870,-286
1117,-201
831,-451
840,-623
1074,-711
790,-523
609,-474
72,-180
183,-313
738,-539
927,-37
819,-390
90,-100
77,-50
1161,-382
566,-671
166,-585
167,-427
31,-467
410,-249
316,-145
851,-64
402,-259
1105,-398
273,-276
363,-439
117,-643
538,-285
947,-532
552,-682
189,-229
439,-9
198,-456
500,-612
909,-513
188,-364
755,-213
511,-576
1203,-88
32,-123
304,-696
950,-406
1026,-542
1134,-199
593,-418
600,-188
799,-157
641,-715
625,-619
772,-556
638,-365
1034,-175
202,-525
1031,-23
571,-16
233,-677
1122,-397
279,-469
904,-247
695,-94
534,-674
500,-602
189,-578
563,-43
533,-63
990,-392
358,-222
906,-491
437,-257
1122,-313
605,-300
482,-416
313,-431
112,-619
484,-301
99,-682
26,-379
234,-502
283,-582
981,-172
707,-532
354,-593
653,-35
566,-3
1053,-540
844,-297
859,-542
1251,-303
786,-25
823,-440
530,-175
578,-486
574,-639
968,-352
283,-153
497,-677
60,-632
22,-438
471,-658
725,-90
10,-116
777,-551
1033,-600
426,-312
231,-485
343,-56
311,-334
667,-172
96,-261
285,-119
123,-107
1155,-511
549,-327
1148,-592
825,-121
239,-70
491,-120
1093,-451
566,-120
473,-479
1136,-433
1001,-593
1216,-63
454,-500
1212,-551
348,-200
108,-400
1168,-362
407,-166
1103,-340
298,-140
200,-614
563,-136
80,-633
611,-355
77,-666
971,-303
1095,-705
447,-100
838,-129
745,-85
934,-666
729,-92
215,-682
973,-674
560,-560
504,-465
1154,-709
46,-75
327,-371
226,-600
593,-85
766,-7
503,-343
1260,-22
509,-421
185,-155
497,-303
595,-501
1198,-377
1184,-132
287,-319
588,-73
1064,-620
817,-705
825,-276
686,-215
504,-99
304,-199
862,-475
114,-169
359,-29
220,-164
408,-338
682,-117
434,-501
1078,-118
361,-518
624,-381
587,-568
668,-158
462,-384
41,-114
752,-326
1236,-199
874,-34
183,-74
456,-279
690,-70
224,-205
413,-492
427,-179
155,-500
707,-94
965,-221
273,-597
1113,-520
375,-660
579,-705
277,-361
812,-565
1113,-632
896,-348
75,-217
1185,-340
457,-356
785,-43
1222,-43
422,-22
1257,-485
331,-30
1077,-713
1101,-121
1253,-478
480,-587
1242,-507
1257,-253
1166,-716
943,-74
1021,-165
1186,-587
727,-673
745,-456
551,-259
467,-702
353,-352
1257,-492
306,-362
201,-696
1230,-584
553,-337
999,-370
164,-377
1105,-564
953,-518
1017,-291
244,-168
412,-579
902,-509
1094,-694
373,-217
1018,-662
984,-669
982,-658
915,-334
866,-663
55,-623
670,-203
921,-536
804,-137
600,-241
317,-180
1142,-44
166,-647
1024,-572
460,-229
550,-696
990,-544
770,-408
570,-10
641,-357
957,-670
581,-707
280,-533
561,-31
1108,-683
51,-465
41,-238
696,-450
737,-541
331,-233
480,-55
59,-274
555,-552
477,-456
968,-382
936,-400
1225,-649
979,-474
48,-677
1032,-434
1075,-6
91,-617
431,-344
340,-655
915,-137
16,-289
656,-156
1122,-427
544,-530
1121,-287
1188,-196
1196,-349
135,-339
956,-21
333,-303
324,-367
1262,-399
1133,-88
472,-63
1113,-524
112,-137
613,-139
500,-693
907,-45
302,-505
84,-127
148,-92
176,-137
1093,-594
623,-167
1143,-188
1,-528
773,-648
766,-392
187,-234
1079,-135
167,-367
745,-122
1225,-620
483,-351
764,-631
8,-130
109,-440
908,-596
988,-320
438,-63
1170,-201
1077,-373
151,-296
495,-596
646,-28
372,-306
1132,-414
850,-151
482,-323
1249,-680
112,-601
1196,-342
414,-280
200,-24
1137,-444
1127,-563
1134,-498
1204,-666
850,-630
695,-14
687,-130
468,-661
123,-352
137,-18
979,-72
672,-37
1102,-692
1099,-208
356,-367
1205,-372
283,-110
1107,-25
1179,-550
103,-71
799,-433
964,-568
1163,-78
15,-215
1048,-472
161,-503
861,-180
1182,-545
859,-117
851,-525
995,-401
560,-614
1108,-124
635,-716
83,-80
978,-627
60,-615
1193,-548
367,-479
645,-233
1078,-404
1156,-197
935,-717
659,-349
710,-618
723,-366
435,-312
168,-544
554,-128
656,-675
1044,-556
452,-358
1262,-166
97,-88
1137,-498
1262,-414
1033,-718
576,-447
122,-87
83,-341
1181,-247
400,-130
1111,-711
960,-503
616,-36
1236,-700
230,-261
306,-512
1218,-364
169,-643
1086,-667
449,-683
27,-672
24,-396
199,-276
1226,-242
178,-11
587,-659
817,-98
1116,-72
734,-581
383,-29
1172,-433
876,-8
910,-354
752,-258
1093,-428
903,-114
958,-455
500,-699
423,-7
157,-18
374,-439
1105,-419
971,-663
540,-192
745,-488
1050,-417
1260,-334
843,-95
447,-243
881,-77
1227,-595
351,-657
1013,-123
37,-52
15,-441
874,-197
379,-271
1195,-17
448,-34
1171,-488
414,-17
110,-361
1178,-624
1024,-416
513,-236
166,-66
48,-558
821,-70
827,-64
1158,-470
1156,-289
251,-304
137,-526
882,-147
241,-705
260,-207
44,-402
533,-465
769,-364
1169,-141
1278,-604
785,-184
215,-610
833,-103
1093,-346
293,-569
654,-639
1230,-96
75,-48
369,-425
695,-701
1060,-619
367,-608
1076,-80
1197,-656
490,-131
790,-469
184,-605
225,-543
901,-489
948,-713
449,-260
793,-126
139,-116
690,-404
148,-27
826,-93
825,-505
931,-410
747,-332
192,-408
214,-608
476,-324
910,-279
1115,-235
935,-545
412,-593
550,-21
81,-13
1262,-125
1123,-382
675,-215
948,-117
1233,-275
985,-14
131,-119
194,-435
569,-344
889,-340
936,-442
1145,-336
477,-605
491,-438
887,-294
773,-324
462,-91
279,-296
1221,-267
743,-370
490,-483
1124,-322
49,-328
942,-78
435,-625
527,-176
514,-578
758,-62
1125,-549
301,-697
922,-516
523,-7
1243,-534
1178,-538
554,-657
672,-484
707,-493
395,-383
1170,-354
994,-395
503,-702
625,-248
60,-103
1214,-543
402,-288
1039,-607
1007,-561
1005,-312
615,-661
131,-530
329,-166
207,-69
943,-257
915,-506
1082,-411
391,-82
86,-333
795,-364
933,-444
90,-664
1004,-77
1126,-332
1009,-265
308,-527
1087,-473
8,-601
575,-101
586,-561
93,-268
350,-486
248,-436
219,-642
1266,-619
113,-270
552,-269
601,-112
1148,-494
870,-614
152,-611
492,-335
202,-468
409,-292
1173,-564
809,-441
32,-574
321,-67
117,-647
524,-600
266,-7
834,-643
947,-396
775,-123
821,-226
915,-375
414,-684
168,-388
534,-665
172,-481
524,-455
671,-69
549,-446
722,-532
1172,-59
71,-262
189,-74
1062,-330
1122,-138
714,-156
715,-218
106,-659
210,-449
50,-450
1255,-350
1134,-34
862,-415
984,-85
842,-410
817,-507
511,-247
1147,-2
674,-631
720,-41
596,-465
1136,-402
1130,-403
552,-567
1235,-597
1233,-371
181,-379
705,-494
475,-270
156,-65
847,-576
703,-360
3,-216
424,-545
